antecedents,consequents,antecedent support,consequent support,support,confidence,lift,representativity,leverage,conviction,zhangs_metric,jaccard,certainty,kulczynski
frozenset({'Gender_Male'}),"frozenset({'Income_Level_High', 'Age_Group_Young'})",0.526,0.124,0.078,0.1482889733840304,1.1958788176131485,1.0,0.012775999999999996,1.0285178571428573,0.3455588012550037,0.13636363636363635,0.02772713856624476,0.38866061572427324
frozenset({'Age_Group_Senior'}),frozenset({'Interest_Fashion'}),0.319,0.209,0.078,0.2445141065830721,1.1699239549429288,1.0,0.011329000000000006,1.0470082987551868,0.21327986746488958,0.17333333333333334,0.04489773272196221,0.3088599241049332
frozenset({'Interest_Fashion'}),frozenset({'Age_Group_Senior'}),0.209,0.319,0.078,0.37320574162679426,1.1699239549429288,1.0,0.011329000000000006,1.0864809160305344,0.183620214593666,0.17333333333333334,0.07959727111129847,0.3088599241049332
"frozenset({'Age_Group_Senior', 'Location_Suburban'})",frozenset({'Gender_Male'}),0.111,0.526,0.068,0.6126126126126127,1.1646627616209366,1.0,0.009614000000000004,1.2235813953488375,0.1590352676503673,0.11950790861159932,0.18272703082829675,0.3709450895762683
frozenset({'Gender_Male'}),"frozenset({'Age_Group_Senior', 'Location_Suburban'})",0.526,0.111,0.068,0.12927756653992395,1.1646627616209364,1.0,0.009614000000000004,1.0209912663755458,0.29827500620501374,0.11950790861159932,0.020559692395864956,0.3709450895762683
frozenset({'Interest_Sports'}),frozenset({'Location_Rural'}),0.213,0.307,0.076,0.3568075117370892,1.1622394519123427,1.0,0.010609000000000007,1.0774379562043797,0.17737243362535957,0.17117117117117117,0.07187231130893101,0.30218225749720906
frozenset({'Location_Rural'}),frozenset({'Interest_Sports'}),0.307,0.213,0.076,0.247557003257329,1.1622394519123427,1.0,0.010609000000000007,1.045926406926407,0.2014316093263463,0.17117117117117117,0.043909788128753485,0.30218225749720906
frozenset({'Income_Level_High'}),"frozenset({'Interest_Sports', 'Age_Group_Middle'})",0.505,0.087,0.051,0.10099009900990098,1.1608057357459884,1.0,0.007065000000000002,1.0155616740088105,0.27985739750445643,0.09426987060998153,0.015323219068894839,0.34359849778081253
"frozenset({'Interest_Sports', 'Age_Group_Middle'})",frozenset({'Income_Level_High'}),0.087,0.505,0.051,0.5862068965517241,1.1608057357459882,1.0,0.007065000000000002,1.1962499999999998,0.15172991430964503,0.09426987060998153,0.16405433646812947,0.34359849778081253
frozenset({'Gender_Female'}),"frozenset({'Age_Group_Middle', 'Location_Urban'})",0.474,0.146,0.08,0.1687763713080169,1.1560025432055954,1.0,0.010796000000000014,1.0274010152284265,0.25655893536121704,0.14814814814814814,0.02667022401407132,0.35836078839373453
"frozenset({'Age_Group_Middle', 'Location_Urban'})",frozenset({'Gender_Female'}),0.146,0.474,0.08,0.5479452054794521,1.1560025432055954,1.0,0.010796000000000014,1.163575757575758,0.15802107728337256,0.14814814814814814,0.14058023855409155,0.35836078839373453
frozenset({'Income_Level_Medium'}),frozenset({'Age_Group_Senior'}),0.229,0.319,0.084,0.36681222707423583,1.149881589574407,1.0,0.010949,1.0755103448275862,0.16905997158915448,0.1810344827586207,0.07020885032927433,0.3150675555433875
frozenset({'Age_Group_Senior'}),frozenset({'Income_Level_Medium'}),0.319,0.229,0.084,0.26332288401253917,1.1498815895744068,1.0,0.010949,1.0465914893617023,0.1914026991119502,0.1810344827586207,0.04451735928993406,0.3150675555433875
frozenset({'Gender_Male'}),"frozenset({'Location_Suburban', 'Income_Level_High'})",0.526,0.172,0.104,0.1977186311787072,1.1495269254576002,1.0,0.013527999999999998,1.0320568720379146,0.274423888347939,0.1750841750841751,0.031061148766554594,0.4011848969847025
"frozenset({'Location_Suburban', 'Income_Level_High'})",frozenset({'Gender_Male'}),0.172,0.526,0.104,0.6046511627906977,1.1495269254576002,1.0,0.013527999999999998,1.1989411764705884,0.15709773318468967,0.1750841750841751,0.165930723187126,0.4011848969847025
frozenset({'Income_Level_High'}),"frozenset({'Category_Electronics', 'Gender_Male'})",0.505,0.114,0.066,0.1306930693069307,1.1464304325169359,1.0,0.00843,1.0192027334851936,0.2580348943985307,0.11934900542495482,0.018840936012337127,0.3548202188639917
"frozenset({'Category_Electronics', 'Gender_Male'})",frozenset({'Income_Level_High'}),0.114,0.505,0.066,0.5789473684210527,1.1464304325169359,1.0,0.00843,1.1756250000000001,0.14416170736712497,0.11934900542495482,0.14938862307283363,0.3548202188639917
frozenset({'Interest_Sports'}),frozenset({'Age_Group_Young'}),0.213,0.255,0.062,0.29107981220657275,1.1414894596336187,1.0,0.007684999999999997,1.0508940397350992,0.15749887281223093,0.15270935960591134,0.04842927812962785,0.2671085335542668
frozenset({'Age_Group_Young'}),frozenset({'Interest_Sports'}),0.255,0.213,0.062,0.24313725490196078,1.1414894596336187,1.0,0.007684999999999997,1.039818652849741,0.16637800389694732,0.15270935960591134,0.03829384358571891,0.2671085335542668
frozenset({'Category_Electronics'}),"frozenset({'Income_Level_High', 'Gender_Female'})",0.209,0.227,0.054,0.2583732057416268,1.1382079548089286,1.0,0.006557,1.0423032258064517,0.15350938802266237,0.1413612565445026,0.04058629462047452,0.24812933414834643
"frozenset({'Income_Level_High', 'Gender_Female'})",frozenset({'Category_Electronics'}),0.227,0.209,0.054,0.23788546255506607,1.1382079548089286,1.0,0.006557,1.0379017341040462,0.1570839921422069,0.1413612565445026,0.03651765177631615,0.24812933414834643
frozenset({'Age_Group_Middle'}),"frozenset({'Income_Level_High', 'Gender_Female'})",0.426,0.227,0.11,0.25821596244131456,1.1375152530454387,1.0,0.013298000000000004,1.0420822784810126,0.21061133987963263,0.2025782688766114,0.040382875085788555,0.37139873011933566
"frozenset({'Income_Level_High', 'Gender_Female'})",frozenset({'Interest_Sports'}),0.227,0.213,0.055,0.2422907488986784,1.1375152530454387,1.0,0.006649000000000002,1.038656976744186,0.15639186169587208,0.14285714285714285,0.03721823239984551,0.2502533556699965
frozenset({'Interest_Sports'}),"frozenset({'Income_Level_High', 'Gender_Female'})",0.213,0.227,0.055,0.25821596244131456,1.1375152530454387,1.0,0.006649000000000002,1.0420822784810126,0.1536097955411806,0.14285714285714285,0.040382875085788555,0.2502533556699965
"frozenset({'Income_Level_High', 'Gender_Female'})",frozenset({'Age_Group_Middle'}),0.227,0.426,0.11,0.4845814977973568,1.1375152530454387,1.0,0.013298000000000004,1.1136581196581197,0.15639186169587208,0.2025782688766114,0.10205835853198053,0.37139873011933566
frozenset({'Income_Level_High'}),frozenset({'Category_Electronics'}),0.505,0.209,0.12,0.2376237623762376,1.136955800843242,1.0,0.014454999999999996,1.0375454545454545,0.2433501683501683,0.20202020202020202,0.036186804521160076,0.40589322090103747
frozenset({'Category_Electronics'}),frozenset({'Income_Level_High'}),0.209,0.505,0.12,0.5741626794258373,1.136955800843242,1.0,0.014454999999999996,1.1624157303370786,0.15228613569321528,0.20202020202020202,0.13972258469866125,0.40589322090103747
"frozenset({'Income_Level_High', 'Gender_Male'})",frozenset({'Category_Electronics'}),0.278,0.209,0.066,0.23741007194244604,1.135933358576297,1.0,0.007898000000000002,1.0372547169811321,0.16574330563250236,0.15676959619952496,0.035916652266050626,0.2765997728133283
frozenset({'Category_Electronics'}),"frozenset({'Income_Level_High', 'Gender_Male'})",0.209,0.278,0.066,0.31578947368421056,1.135933358576297,1.0,0.007898000000000002,1.0552307692307694,0.15128529287821327,0.15676959619952496,0.05233999125236917,0.2765997728133283
"frozenset({'Location_Rural', 'Age_Group_Middle'})",frozenset({'Gender_Female'}),0.132,0.474,0.071,0.5378787878787878,1.1347653752717044,1.0,0.008431999999999995,1.1382295081967213,0.13682092555331984,0.13271028037383176,0.12144256250720127,0.34383390870732644
frozenset({'Gender_Female'}),"frozenset({'Location_Rural', 'Age_Group_Middle'})",0.474,0.132,0.071,0.14978902953586498,1.1347653752717044,1.0,0.008431999999999995,1.020923076923077,0.22578053874578258,0.13271028037383176,0.020494273658830615,0.34383390870732644
frozenset({'Interest_Technology'}),frozenset({'Income_Level_Low'}),0.186,0.266,0.056,0.3010752688172043,1.1318619128466327,1.0,0.006524000000000002,1.0501846153846153,0.14312039312039315,0.1414141414141414,0.04778646977820749,0.25580079230333896
frozenset({'Income_Level_Low'}),frozenset({'Interest_Technology'}),0.266,0.186,0.056,0.21052631578947367,1.1318619128466327,1.0,0.006524000000000002,1.0310666666666668,0.15871934604904636,0.1414141414141414,0.030130609077977485,0.25580079230333896
frozenset({'Gender_Female'}),"frozenset({'Age_Group_Middle', 'Income_Level_Low'})",0.474,0.114,0.061,0.12869198312236288,1.1288770449330077,1.0,0.006963999999999998,1.016861985472155,0.21704170043009405,0.11574952561669831,0.01658237372727187,0.33188985121030423
"frozenset({'Age_Group_Middle', 'Income_Level_Low'})",frozenset({'Gender_Female'}),0.114,0.474,0.061,0.5350877192982456,1.1288770449330077,1.0,0.006963999999999998,1.1313962264150943,0.12885319912666984,0.11574952561669831,0.11613634847575215,0.33188985121030423
frozenset({'Location_Suburban'}),frozenset({'Category_Books'}),0.349,0.198,0.078,0.22349570200573068,1.1287661717461146,1.0,0.008898000000000003,1.0328339483394835,0.17523336878175594,0.16631130063965888,0.03179015212684622,0.3087175479725623
frozenset({'Category_Books'}),frozenset({'Location_Suburban'}),0.198,0.349,0.078,0.3939393939393939,1.1287661717461144,1.0,0.008898000000000003,1.07415,0.14224055246499143,0.16631130063965888,0.06903132709584323,0.3087175479725623
"frozenset({'Age_Group_Senior', 'Gender_Female'})",frozenset({'Location_Urban'}),0.142,0.344,0.055,0.38732394366197187,1.1259416966917788,1.0,0.006152000000000012,1.070712643678161,0.13036660309387607,0.12761020881670534,0.06604259704568886,0.2736038322961022
frozenset({'Location_Urban'}),"frozenset({'Age_Group_Senior', 'Gender_Female'})",0.344,0.142,0.055,0.15988372093023256,1.1259416966917788,1.0,0.006152000000000012,1.021287197231834,0.17050997782705132,0.12761020881670534,0.020843497587683658,0.2736038322961022
frozenset({'Income_Level_High'}),"frozenset({'Category_Electronics', 'Gender_Female'})",0.505,0.095,0.054,0.10693069306930693,1.1255862428348098,1.0,0.006024999999999996,1.013359201773836,0.22540216984661413,0.09890109890109891,0.013183086264427544,0.3376758728504429
"frozenset({'Category_Electronics', 'Gender_Female'})",frozenset({'Income_Level_High'}),0.095,0.505,0.054,0.5684210526315789,1.1255862428348098,1.0,0.006024999999999996,1.1469512195121951,0.12328626969510938,0.09890109890109891,0.12812333864965442,0.3376758728504429
frozenset({'Location_Suburban'}),"frozenset({'Age_Group_Middle', 'Gender_Male'})",0.349,0.209,0.082,0.23495702005730662,1.124196268216778,1.0,0.009059000000000011,1.0339288389513108,0.16970139747480445,0.17226890756302524,0.03281544887143695,0.31365075883248106
"frozenset({'Age_Group_Middle', 'Gender_Male'})",frozenset({'Location_Suburban'}),0.209,0.349,0.082,0.39234449760765555,1.124196268216778,1.0,0.009059000000000011,1.0713307086614174,0.1396657519040426,0.17226890756302524,0.06658140953556924,0.31365075883248106
frozenset({'Category_Apparel'}),frozenset({'Interest_Sports'}),0.218,0.213,0.052,0.2385321100917431,1.1198690614635827,1.0,0.0055660000000000015,1.0335301204819278,0.13687782805429868,0.13720316622691292,0.03244232540246901,0.24133178274540207
frozenset({'Interest_Sports'}),frozenset({'Category_Apparel'}),0.213,0.218,0.052,0.24413145539906103,1.1198690614635827,1.0,0.0055660000000000015,1.0345714285714285,0.13600821034112015,0.13720316622691292,0.03341618337475835,0.24133178274540207
frozenset({'Location_Rural'}),"frozenset({'Income_Level_High', 'Gender_Female'})",0.307,0.227,0.078,0.254071661237785,1.1192584195497137,1.0,0.008310999999999999,1.036292576419214,0.1537536537536537,0.17105263157894737,0.03502155399454723,0.29884199801977357
"frozenset({'Income_Level_High', 'Gender_Female'})",frozenset({'Location_Rural'}),0.227,0.307,0.078,0.3436123348017621,1.1192584195497137,1.0,0.008310999999999999,1.055778523489933,0.13784124456828206,0.17105263157894737,0.052831651950594694,0.29884199801977357
frozenset({'Age_Group_Middle'}),"frozenset({'Category_Electronics', 'Income_Level_High'})",0.426,0.12,0.057,0.13380281690140847,1.115023474178404,1.0,0.005880000000000003,1.0159349593495937,0.1797175866495508,0.1165644171779141,0.01568501920614599,0.30440140845070424
"frozenset({'Category_Electronics', 'Income_Level_High'})",frozenset({'Age_Group_Middle'}),0.12,0.426,0.057,0.47500000000000003,1.1150234741784038,1.0,0.005880000000000003,1.0933333333333337,0.11722488038277518,0.1165644171779141,0.08536585365853665,0.30440140845070424
frozenset({'Income_Level_Medium'}),frozenset({'Interest_Food'}),0.229,0.196,0.05,0.2183406113537118,1.1139827109883256,1.0,0.0051160000000000025,1.0285810055865923,0.13271076523994818,0.13333333333333333,0.02778683004193009,0.23672132608501917
frozenset({'Interest_Food'}),frozenset({'Income_Level_Medium'}),0.196,0.229,0.05,0.25510204081632654,1.1139827109883254,1.0,0.0051160000000000025,1.0350410958904108,0.12726368159203985,0.13333333333333333,0.03385478705100717,0.23672132608501917
"frozenset({'Interest_Fashion', 'Gender_Male'})",frozenset({'Income_Level_High'}),0.105,0.505,0.059,0.5619047619047619,1.1126826968411128,1.0,0.005975000000000001,1.129891304347826,0.11315216362086926,0.10707803992740472,0.11495911495911496,0.33936822253653937
frozenset({'Income_Level_High'}),"frozenset({'Interest_Fashion', 'Gender_Male'})",0.505,0.105,0.059,0.11683168316831682,1.1126826968411128,1.0,0.005975000000000001,1.0133968609865471,0.2045882554357131,0.10707803992740472,0.013219757729962936,0.33936822253653937
frozenset({'Age_Group_Senior'}),frozenset({'Category_Health & Beauty'}),0.319,0.186,0.066,0.20689655172413793,1.1123470522803114,1.0,0.006666000000000005,1.0263478260869565,0.14831130690161537,0.15034168564920275,0.02567143946454291,0.28086763070077864
frozenset({'Category_Health & Beauty'}),frozenset({'Age_Group_Senior'}),0.186,0.319,0.066,0.3548387096774194,1.1123470522803114,1.0,0.006666000000000005,1.0555500000000002,0.12407862407862416,0.15034168564920275,0.052626592771540914,0.28086763070077864
"frozenset({'Interest_Fashion', 'Income_Level_High'})",frozenset({'Gender_Male'}),0.101,0.526,0.059,0.5841584158415841,1.1105673304973083,1.0,0.00587399999999999,1.1398571428571427,0.11074451839143286,0.1038732394366197,0.12269707983456561,0.34816285811090614
frozenset({'Gender_Male'}),"frozenset({'Interest_Fashion', 'Income_Level_High'})",0.526,0.101,0.059,0.11216730038022812,1.110567330497308,1.0,0.00587399999999999,1.012578158458244,0.21004076378459524,0.1038732394366197,0.012421913659875548,0.34816285811090614
frozenset({'Location_Suburban'}),frozenset({'Interest_Fashion'}),0.349,0.209,0.081,0.23209169054441264,1.1104865576287686,1.0,0.00805900000000001,1.030070895522388,0.152832299785705,0.16981132075471703,0.02919303482226631,0.30982574957842646
frozenset({'Interest_Fashion'}),frozenset({'Location_Suburban'}),0.209,0.349,0.081,0.3875598086124402,1.1104865576287686,1.0,0.00805900000000001,1.0629609375,0.1257823352218634,0.16981132075471703,0.059231656854746906,0.30982574957842646
frozenset({'Gender_Female'}),"frozenset({'Income_Level_Low', 'Location_Urban'})",0.474,0.095,0.05,0.10548523206751056,1.1103708638685323,1.0,0.004970000000000002,1.0117216981132076,0.1889733840304183,0.09633911368015416,0.01158589178730449,0.3159005107705974
"frozenset({'Income_Level_Low', 'Location_Urban'})",frozenset({'Gender_Female'}),0.095,0.474,0.05,0.5263157894736842,1.1103708638685321,1.0,0.004970000000000002,1.1104444444444443,0.10983425414364645,0.09633911368015416,0.09945967580548327,0.3159005107705974
"frozenset({'Gender_Female', 'Income_Level_Low'})",frozenset({'Location_Urban'}),0.131,0.344,0.05,0.3816793893129771,1.109533108467957,1.0,0.004936000000000003,1.0609382716049383,0.11360184119677796,0.11764705882352942,0.057438093464904194,0.2635141132611397
frozenset({'Location_Urban'}),"frozenset({'Gender_Female', 'Income_Level_Low'})",0.344,0.131,0.05,0.14534883720930233,1.1095331084679567,1.0,0.004936000000000003,1.0167891156462585,0.15048780487804886,0.11764705882352942,0.01651189552278749,0.2635141132611397
"frozenset({'Income_Level_High', 'Category_Home & Kitchen'})",frozenset({'Gender_Male'}),0.091,0.526,0.053,0.5824175824175825,1.1072577612501566,1.0,0.005134,1.1351052631578948,0.10656537351848393,0.09397163120567377,0.11902443548013172,0.3415890193456734
frozenset({'Gender_Male'}),"frozenset({'Income_Level_High', 'Category_Home & Kitchen'})",0.526,0.091,0.053,0.10076045627376425,1.1072577612501566,1.0,0.005134,1.0108541226215646,0.20436270997532044,0.09397163120567377,0.010737575658706543,0.3415890193456734
frozenset({'Age_Group_Young'}),frozenset({'Income_Level_Low'}),0.255,0.266,0.075,0.29411764705882354,1.105705440070765,1.0,0.007169999999999996,1.0398333333333334,0.12832214765100664,0.16816143497757846,0.03830742106106747,0.28803626713843433
frozenset({'Income_Level_Low'}),frozenset({'Age_Group_Young'}),0.266,0.255,0.075,0.28195488721804507,1.1057054400707649,1.0,0.007169999999999996,1.0375392670157066,0.13024523160762935,0.16816143497757846,0.03618105666851686,0.28803626713843433
frozenset({'Location_Suburban'}),"frozenset({'Gender_Male', 'Income_Level_Low'})",0.349,0.135,0.052,0.1489971346704871,1.1036824790406452,1.0,0.0048850000000000005,1.0164478114478115,0.14430462011107173,0.12037037037037036,0.01618165857859781,0.2670911599278361
"frozenset({'Gender_Male', 'Income_Level_Low'})",frozenset({'Location_Suburban'}),0.135,0.349,0.052,0.38518518518518513,1.1036824790406452,1.0,0.0048850000000000005,1.0588554216867467,0.108603823921743,0.12037037037037036,0.05558400182056091,0.2670911599278361
frozenset({'Income_Level_High'}),"frozenset({'Age_Group_Young', 'Gender_Male'})",0.505,0.14,0.078,0.15445544554455445,1.1032531824611032,1.0,0.007299999999999987,1.017096018735363,0.18907018907018874,0.13756613756613756,0.016808657609947025,0.35579915134370577
"frozenset({'Age_Group_Young', 'Gender_Male'})",frozenset({'Income_Level_High'}),0.14,0.505,0.078,0.557142857142857,1.1032531824611032,1.0,0.007299999999999987,1.1177419354838707,0.1088252832438877,0.13756613756613756,0.10533910533910515,0.35579915134370577
"frozenset({'Age_Group_Senior', 'Gender_Male'})",frozenset({'Location_Suburban'}),0.177,0.349,0.068,0.38418079096045205,1.1008045586259372,1.0,0.00622700000000001,1.0571284403669725,0.11126795797298282,0.14847161572052403,0.05404115354908152,0.28951159891862144
frozenset({'Location_Suburban'}),"frozenset({'Age_Group_Senior', 'Gender_Male'})",0.349,0.177,0.068,0.19484240687679086,1.1008045586259372,1.0,0.00622700000000001,1.0221601423487545,0.1406659437968738,0.14847161572052403,0.02167971673972159,0.28951159891862144
"frozenset({'Income_Level_High', 'Gender_Male'})",frozenset({'Age_Group_Young'}),0.278,0.255,0.078,0.2805755395683453,1.1002962336013542,1.0,0.007109999999999991,1.03555,0.12625186447901116,0.17142857142857143,0.03432958331321516,0.29322894625476087
frozenset({'Age_Group_Young'}),"frozenset({'Income_Level_High', 'Gender_Male'})",0.255,0.278,0.078,0.30588235294117644,1.100296233601354,1.0,0.007109999999999991,1.0401694915254238,0.12235415591120274,0.17142857142857143,0.03861821737005044,0.29322894625476087
"frozenset({'Location_Suburban', 'Income_Level_Low'})",frozenset({'Gender_Male'}),0.09,0.526,0.052,0.5777777777777777,1.0984368398817066,1.0,0.0046599999999999975,1.1226315789473682,0.09847844463229073,0.0921985815602837,0.10923581809657744,0.33831854668356565
frozenset({'Interest_Travel'}),frozenset({'Gender_Male'}),0.196,0.526,0.113,0.576530612244898,1.0960658027469543,1.0,0.009903999999999996,1.1193253012048192,0.10901245982476991,0.18555008210180626,0.10660466718332905,0.3956797547916505
frozenset({'Gender_Male'}),frozenset({'Interest_Travel'}),0.526,0.196,0.113,0.21482889733840305,1.0960658027469543,1.0,0.009903999999999996,1.0239806295399516,0.1849072103356857,0.18555008210180626,0.023419026540302285,0.3956797547916505
frozenset({'Category_Health & Beauty'}),frozenset({'Location_Urban'}),0.186,0.344,0.07,0.37634408602150543,1.0940235058764693,1.0,0.0060160000000000075,1.0518620689655174,0.10558090558090569,0.15217391304347827,0.04930500917912417,0.28991622905726433
frozenset({'Location_Urban'}),frozenset({'Category_Health & Beauty'}),0.344,0.186,0.07,0.20348837209302328,1.0940235058764693,1.0,0.0060160000000000075,1.0219562043795622,0.1310104529616726,0.15217391304347827,0.021484486600765705,0.28991622905726433
frozenset({'Category_Home & Kitchen'}),frozenset({'Income_Level_Low'}),0.189,0.266,0.055,0.291005291005291,1.0940048534033495,1.0,0.004725999999999994,1.0352686567164178,0.10595224750588486,0.13749999999999998,0.034067153958162094,0.24888610414926204
frozenset({'Income_Level_Low'}),frozenset({'Category_Home & Kitchen'}),0.266,0.189,0.055,0.20676691729323307,1.0940048534033495,1.0,0.004725999999999994,1.0223981042654027,0.11706712905622974,0.13749999999999998,0.02190741959708147,0.24888610414926204
frozenset({'Age_Group_Senior'}),"frozenset({'Gender_Male', 'Location_Urban'})",0.319,0.172,0.06,0.18808777429467083,1.0935335714806445,1.0,0.005132000000000005,1.019814671814672,0.1255996084189918,0.13921113689095127,0.01942967909984401,0.26846249179849824
"frozenset({'Gender_Male', 'Location_Urban'})",frozenset({'Age_Group_Senior'}),0.172,0.319,0.06,0.3488372093023256,1.0935335714806445,1.0,0.005132000000000005,1.0458214285714287,0.10330112721417078,0.13921113689095127,0.043813816890345934,0.26846249179849824
frozenset({'Age_Group_Middle'}),"frozenset({'Gender_Female', 'Income_Level_Low'})",0.426,0.131,0.061,0.1431924882629108,1.0930724294878686,1.0,0.005193999999999997,1.0142301369863014,0.1483406637345061,0.12298387096774195,0.014030481315202308,0.3044206716123714
"frozenset({'Gender_Female', 'Income_Level_Low'})",frozenset({'Age_Group_Middle'}),0.131,0.426,0.061,0.46564885496183206,1.0930724294878686,1.0,0.005193999999999997,1.0742,0.0979833613160029,0.12298387096774195,0.06907466021225099,0.3044206716123714
"frozenset({'Gender_Female', 'Location_Urban'})",frozenset({'Income_Level_Low'}),0.172,0.266,0.05,0.29069767441860467,1.0928484000699423,1.0,0.004248000000000002,1.0348196721311476,0.10260869565217394,0.1288659793814433,0.03364805779101451,0.23933379961531737
frozenset({'Income_Level_Low'}),"frozenset({'Gender_Female', 'Location_Urban'})",0.266,0.172,0.05,0.18796992481203006,1.0928484000699423,1.0,0.004248000000000002,1.0196666666666667,0.11574931880108996,0.1288659793814433,0.01928734880679961,0.23933379961531737
"frozenset({'Gender_Female', 'Location_Urban'})",frozenset({'Age_Group_Middle'}),0.172,0.426,0.08,0.4651162790697675,1.0918222513374825,1.0,0.006728000000000012,1.073130434782609,0.10157004830917891,0.15444015444015444,0.06814682764767857,0.32645485314990724
frozenset({'Age_Group_Middle'}),"frozenset({'Gender_Female', 'Location_Urban'})",0.426,0.172,0.08,0.18779342723004697,1.0918222513374825,1.0,0.006728000000000012,1.0194450867052025,0.14651567944250893,0.15444015444015444,0.019074187475902147,0.32645485314990724
frozenset({'Category_Electronics'}),frozenset({'Location_Rural'}),0.209,0.307,0.07,0.3349282296650718,1.0909714321337844,1.0,0.005837000000000009,1.0419928057553958,0.10541809644211682,0.15695067264573992,0.040300475707174314,0.2814706294905164
